elapsed_s,r0_speed,r0_distance,r0_x,r0_y,r1_speed,r1_distance,r1_x,r1_y
167.702,0.6236,2.5997,163.9094,84.8186,0.6877,12.3182,59.5572,128.2789
167.802,0.5924,2.5997,163.9094,84.8186,0.6533,12.3182,59.5572,128.2789
167.902,0.6596,2.3915,163.8954,84.6107,0.7348,12.0818,59.3119,128.2767
168.002,0.6266,2.3915,163.8954,84.6107,0.6981,12.0818,59.3119,128.2767
168.102,0.5953,2.3915,163.8954,84.6107,0.6632,12.0818,59.3119,128.2767
168.202,0.5655,2.3915,163.8954,84.6107,0.63,12.0818,59.3119,128.2767
168.302,0.6215,2.21,163.8967,84.4279,0.7087,11.8498,59.0739,128.2641
168.402,0.5904,2.21,163.8967,84.4279,0.6732,11.8498,59.0739,128.2641
168.502,0.5609,2.21,163.8967,84.4279,0.6396,11.8498,59.0739,128.2641
168.602,0.5328,2.21,163.8967,84.4279,0.6076,11.8498,59.0739,128.2641
168.702,0.5884,2.0399,163.9022,84.2558,0.6889,11.6176,58.8445,128.221
168.802,0.559,2.0399,163.9022,84.2558,0.6545,11.6176,58.8445,128.221
168.902,0.531,2.0399,163.9022,84.2558,0.6218,11.6176,58.8445,128.221
169.002,0.5045,2.0399,163.9022,84.2558,0.5907,11.6176,58.8445,128.221
169.102,0.5748,1.8567,163.8984,84.0714,0.683,11.3828,58.6158,128.1664
169.202,0.5461,1.8567,163.8984,84.0714,0.6489,11.3828,58.6158,128.1664
169.302,0.5188,1.8567,163.8984,84.0714,0.6164,11.3828,58.6158,128.1664
169.402,0.584,1.6737,163.8718,83.8904,0.7053,11.1424,58.3831,128.1055
169.502,0.5548,1.6737,163.8718,83.8904,0.6701,11.1424,58.3831,128.1055
169.602,0.5271,1.6737,163.8718,83.8904,0.6366,11.1424,58.3831,128.1055
169.702,0.6027,1.4686,163.8492,83.6865,0.7191,10.9114,58.1637,128.0331
169.802,0.5725,1.4686,163.8492,83.6865,0.6831,10.9114,58.1637,128.0331
169.902,0.5439,1.4686,163.8492,83.6865,0.649,10.9114,58.1637,128.0331
170.002,0.5439,1.4686,163.8492,83.6865,0.649,10.9114,58.1637,128.0331
170.102,0.6103,1.2748,163.8488,83.4903,0.7334,10.6675,57.9357,127.9437
170.202,0.5508,1.2748,163.8488,83.4903,0.6619,10.6675,57.9357,127.9437
170.302,0.6182,1.0913,163.8502,83.3036,0.7449,10.4411,57.7202,127.8743
170.402,0.5873,1.0913,163.8502,83.3036,0.7077,10.4411,57.7202,127.8743
170.502,0.558,1.0913,163.8502,83.3036,0.6723,10.4411,57.7202,127.8743
170.602,0.6186,1.0913,163.8324,83.1283,0.7519,10.4411,57.5021,127.8153
170.702,0.5877,0.9161,163.8324,83.1283,0.7143,10.2152,57.5021,127.8153
170.802,0.5583,0.9161,163.8324,83.1283,0.6786,10.2152,57.5021,127.8153
170.902,0.5304,0.9161,163.8324,83.1283,0.6446,10.2152,57.5021,127.8153
171.002,0.5968,0.7277,163.7935,82.944,0.7195,10.0026,57.285,127.7991
171.102,0.5669,0.7277,163.7935,82.944,0.6835,10.0026,57.285,127.7991
171.202,0.5386,0.7277,163.7935,82.944,0.6493,10.0026,57.285,127.7991
171.302,0.6015,0.5426,163.7478,82.7645,0.7335,9.7771,57.0449,127.8133
171.402,0.5714,0.5426,163.7478,82.7645,0.7335,9.7771,57.0449,127.8133
171.502,0.5714,0.5426,163.7478,82.7645,0.6969,9.7771,57.0449,127.8133
171.602,0.6155,0.3682,163.7248,82.591,0.7707,9.5543,56.7988,127.8523
171.702,0.5847,0.3682,163.7248,82.591,0.7321,9.5543,56.7988,127.8523
171.802,0.5555,0.3682,163.7248,82.591,0.6955,9.5543,56.7988,127.8523
171.902,0.6061,0.2214,163.7292,82.4348,0.7918,9.3246,56.5416,127.8984
172.002,0.5758,0.2214,163.7292,82.4348,0.7522,9.3246,56.5416,127.8984
172.102,0.547,0.2214,163.7292,82.4348,0.7146,9.3246,56.5416,127.8984
172.202,0.547,0.2214,163.7292,82.4348,0.7146,9.3246,56.5416,127.8984
172.302,0.5493,0.1294,163.7463,82.3039,0.7609,9.0763,56.2682,127.9297
172.402,0.5218,0.1294,163.7463,82.3039,0.7228,9.0763,56.2682,127.9297
172.502,0.4957,0.1294,163.7463,82.3039,0.6867,9.0763,56.2682,127.9297
172.602,0.5064,0.1789,163.7377,82.3816,0.7731,8.8354,56.0031,127.9551
172.702,0.4811,0.1789,163.7377,82.3816,0.7345,8.8354,56.0031,127.9551
172.802,0.457,0.1789,163.7377,82.3816,0.7345,8.8354,56.0031,127.9551
172.902,0.4342,0.1789,163.7377,82.3816,0.6629,8.8354,56.0031,127.9551
173.002,0.4342,0.1789,163.7377,82.3816,0.6629,8.8354,56.0031,127.9551
173.102,0.4799,0.3558,163.6895,82.5851,0.7024,8.6012,55.7524,127.9569
173.202,0.4559,0.3558,163.6895,82.5851,0.6672,8.6012,55.7524,127.9569
173.302,0.4559,0.3558,163.6895,82.5851,0.6672,8.6012,55.7524,127.9569
173.402,0.5286,0.5318,163.588,82.7625,0.7292,8.3947,55.5374,127.9412
173.502,0.5022,0.5318,163.588,82.7625,0.6928,8.3947,55.5374,127.9412
173.602,0.477,0.5318,163.588,82.7625,0.6581,8.3947,55.5374,127.9412
173.702,0.4532,0.5318,163.588,82.7625,0.6252,8.3947,55.5374,127.9412
173.802,0.5335,0.7007,163.4388,82.9049,0.701,8.1885,55.3337,127.896
173.902,0.5335,0.7007,163.4388,82.9049,0.701,8.1885,55.3337,127.896
174.002,0.4815,0.7007,163.4388,82.9049,0.6326,8.1885,55.3337,127.896
174.102,0.4575,0.7007,163.4388,82.9049,0.601,8.1885,55.3337,127.896
174.202,0.541,0.7007,163.2673,83.0072,0.6971,8.1885,55.1066,127.8341
174.302,0.541,0.8583,163.2673,83.0072,0.6971,7.9545,55.1066,127.8341
174.402,0.4883,0.8583,163.2673,83.0072,0.6291,7.9545,55.1066,127.8341
174.502,0.4638,0.8583,163.2673,83.0072,0.5977,7.9545,55.1066,127.8341
174.602,0.4638,0.8583,163.2673,83.0072,0.5977,7.9545,55.1066,127.8341
174.702,0.5119,1.0293,163.0543,83.0809,0.6497,7.6884,54.8528,127.7523
174.802,0.4863,1.0293,163.0543,83.0809,0.6172,7.6884,54.8528,127.7523
174.902,0.462,1.0293,163.0543,83.0809,0.5864,7.6884,54.8528,127.7523
175.002,0.5505,1.1892,162.832,83.1075,0.6845,7.4342,54.6088,127.678
175.102,0.523,1.1892,162.832,83.1075,0.6503,7.4342,54.6088,127.678
175.202,0.4969,1.1892,162.832,83.1075,0.6177,7.4342,54.6088,127.678
175.302,0.472,1.1892,162.832,83.1075,0.5869,7.4342,54.6088,127.678
175.402,0.5532,1.3267,162.6229,83.0874,0.6859,7.179,54.3591,127.6146
175.502,0.5255,1.3267,162.6229,83.0874,0.6516,7.179,54.3591,127.6146
175.602,0.4992,1.3267,162.6229,83.0874,0.6191,7.179,54.3591,127.6146
175.702,0.5712,1.4413,162.4386,83.0323,0.7281,6.9081,54.0966,127.5411
175.802,0.5427,1.4413,162.4386,83.0323,0.6917,6.9081,54.0966,127.5411
175.902,0.5427,1.4413,162.4386,83.0323,0.6917,6.9081,54.0966,127.5411
176.002,0.4897,1.4413,162.4386,83.0323,0.6242,6.9081,54.0966,127.5411
176.102,0.5627,1.5398,162.2679,82.9357,0.7286,6.6363,53.8363,127.4593
176.202,0.5346,1.5398,162.2679,82.9357,0.6922,6.6363,53.8363,127.4593
176.302,0.5079,1.5398,162.2679,82.9357,0.6576,6.6363,53.8363,127.4593
176.402,0.5771,1.6124,162.1298,82.8034,0.7548,6.3752,53.5828,127.3885
176.502,0.5483,1.6124,162.1298,82.8034,0.7171,6.3752,53.5828,127.3885
176.602,0.5209,1.6124,162.1298,82.8034,0.6812,6.3752,53.5828,127.3885
176.702,0.4948,1.6124,162.1298,82.8034,0.6471,6.3752,53.5828,127.3885
176.802,0.4948,1.6124,162.1298,82.8034,0.6471,6.3752,53.5828,127.3885
176.902,0.5228,1.6625,162.0292,82.6522,0.6981,6.1068,53.3284,127.3009
177.002,0.4967,1.6625,162.0292,82.6522,0.6632,6.1068,53.3284,127.3009
177.102,0.5483,1.6862,161.9746,82.5092,0.7562,5.8544,53.0905,127.2155
177.202,0.5209,1.6862,161.9746,82.5092,0.7184,5.8544,53.0905,127.2155
177.302,0.5209,1.6862,161.9746,82.5092,0.7184,5.8544,53.0905,127.2155
177.402,0.4701,1.6862,161.9746,82.5092,0.6484,5.8544,53.0905,127.2155
177.502,0.5201,1.691,161.952,82.3632,0.7456,5.5945,52.8477,127.1222
177.602,0.4941,1.691,161.952,82.3632,0.7084,5.5945,52.8477,127.1222
177.702,0.4941,1.691,161.952,82.3632,0.7084,5.5945,52.8477,127.1222
177.802,0.5353,1.691,161.9631,82.2075,0.7883,5.5945,52.6039,127.0321
177.902,0.5086,1.6751,161.9631,82.2075,0.7489,5.335,52.6039,127.0321
178.002,0.5086,1.6751,161.9631,82.2075,0.7489,5.335,52.6039,127.0321
178.102,0.459,1.6751,161.9631,82.2075,0.6759,5.335,52.6039,127.0321
178.203,0.512,1.6343,162.0137,82.0522,0.7603,5.0806,52.3633,126.9477
178.302,0.4864,1.6343,162.0137,82.0522,0.7223,5.0806,52.3633,126.9477
178.402,0.4621,1.6343,162.0137,82.0522,0.6862,5.0806,52.3633,126.9477
178.502,0.4824,1.6182,162.0424,81.9639,0.7745,4.8233,52.1177,126.8669
178.602,0.4583,1.6182,162.0424,81.9639,0.7358,4.8233,52.1177,126.8669
178.702,0.4354,1.6182,162.0424,81.9639,0.699,4.8233,52.1177,126.8669
178.802,0.4136,1.6182,162.0424,81.9639,0.664,4.8233,52.1177,126.8669
178.902,0.3993,1.6226,162.0401,81.9513,0.7594,4.5675,51.872,126.7899
179.003,0.3793,1.6226,162.0401,81.9513,0.7215,4.5675,51.872,126.7899
179.102,0.3604,1.6226,162.0401,81.9513,0.6854,4.5675,51.872,126.7899
179.202,0.3472,1.6131,162.0498,81.9507,0.7745,4.3227,51.6363,126.7166
179.303,0.3299,1.6131,162.0498,81.9507,0.7357,4.3227,51.6363,126.7166
179.402,0.3134,1.6131,162.0498,81.9507,0.699,4.3227,51.6363,126.7166
179.502,0.2977,1.6131,162.0498,81.9507,0.664,4.3227,51.6363,126.7166
179.602,0.3161,1.6436,162.0314,81.8865,0.7499,4.0852,51.4107,126.6385
179.702,0.3003,1.6436,162.0314,81.8865,0.7124,4.0852,51.4107,126.6385
179.802,0.2853,1.6436,162.0314,81.8865,0.6768,4.0852,51.4107,126.6385
179.902,0.3495,1.7097,162.0018,81.7372,0.7715,3.8381,51.1772,126.5546
180.002,0.332,1.7097,162.0018,81.7372,0.7329,3.8381,51.1772,126.5546
180.102,0.3154,1.7097,162.0018,81.7372,0.6963,3.8381,51.1772,126.5546
180.202,0.3864,1.7839,161.9838,81.5654,0.7948,3.5738,50.927,126.465
180.302,0.3671,1.7839,161.9838,81.5654,0.7551,3.5738,50.927,126.465
180.402,0.3487,1.7839,161.9838,81.5654,0.7173,3.5738,50.927,126.465
180.502,0.3313,1.7839,161.9838,81.5654,0.6815,3.5738,50.927,126.465
180.602,0.4019,1.8362,162.0055,81.3925,0.7851,3.3085,50.6726,126.3814
180.702,0.4019,1.8362,162.0055,81.3925,0.7851,3.3085,50.6726,126.3814
180.802,0.3627,1.8362,162.0055,81.3925,0.7086,3.3085,50.6726,126.3814
180.902,0.3446,1.8362,162.0055,81.3925,0.6732,3.3085,50.6726,126.3814
181.002,0.38,1.8677,162.0274,81.2875,0.7599,3.0661,50.4393,126.3061
181.102,0.361,1.8677,162.0274,81.2875,0.7219,3.0661,50.4393,126.3061
181.202,0.3429,1.8677,162.0274,81.2875,0.6858,3.0661,50.4393,126.3061
181.304,0.3258,1.8677,162.0274,81.2875,0.6515,3.0661,50.4393,126.3061
181.402,0.3258,1.8677,162.0274,81.2875,0.6515,3.0661,50.4393,126.3061
181.502,0.3024,1.8747,162.0314,81.2669,0.6809,2.8368,50.2183,126.2342
181.602,0.2873,1.8747,162.0314,81.2669,0.6468,2.8368,50.2183,126.2342
181.702,0.2873,1.8747,162.0314,81.2669,0.6468,2.8368,50.2183,126.2342
181.802,0.2729,1.8747,162.0314,81.2669,0.6145,2.8368,50.2183,126.2342
181.902,0.2607,1.887,162.0346,81.2381,0.6786,2.5969,49.9789,126.1725
182.002,0.2477,1.887,162.0346,81.2381,0.6446,2.5969,49.9789,126.1725
182.102,0.2353,1.887,162.0346,81.2381,0.6124,2.5969,49.9789,126.1725
182.202,0.2366,1.887,162.0472,81.2122,0.6124,2.5969,49.9789,126.1725
182.302,0.2366,1.8902,162.0472,81.2122,0.691,2.3595,49.7441,126.1051
182.402,0.2136,1.8902,162.0472,81.2122,0.6236,2.3595,49.7441,126.1051
182.502,0.2207,1.8995,162.0582,81.1783,0.7127,2.1218,49.5214,126.0144
182.602,0.2097,1.8995,162.0582,81.1783,0.677,2.1218,49.5214,126.0144
182.702,0.1992,1.8995,162.0582,81.1783,0.6432,2.1218,49.5214,126.0144
182.802,0.2144,1.8505,162.1084,81.1916,0.7362,1.8651,49.2868,125.906
182.902,0.2036,1.8505,162.1084,81.1916,0.6994,1.8651,49.2868,125.906
183.002,0.2036,1.8505,162.1084,81.1916,0.6994,1.8651,49.2868,125.906
183.102,0.1838,1.8505,162.1084,81.1916,0.6312,1.8651,49.2868,125.906
183.202,0.2768,1.653,162.3008,81.2614,0.7248,1.6155,49.0652,125.7892
183.302,0.263,1.653,162.3008,81.2614,0.6886,1.6155,49.0652,125.7892
183.402,0.2498,1.653,162.3008,81.2614,0.6542,1.6155,49.0652,125.7892
183.502,0.3437,1.4373,162.5051,81.3486,0.747,1.3555,48.8277,125.6769
183.602,0.3437,1.4373,162.5051,81.3486,0.747,1.3555,48.8277,125.6769
183.702,0.3102,1.4373,162.5051,81.3486,0.6742,1.3555,48.8277,125.6769
183.802,0.4145,1.2001,162.7158,81.4651,0.7691,1.1016,48.5911,125.5715
183.902,0.3938,1.2001,162.7158,81.4651,0.7306,1.1016,48.5911,125.5715
184.002,0.3741,1.2001,162.7158,81.4651,0.6941,1.1016,48.5911,125.5715
184.103,0.3554,1.2001,162.7158,81.4651,0.6594,1.1016,48.5911,125.5715
184.202,0.4644,0.949,162.9359,81.5946,0.7637,0.8335,48.3405,125.4558
184.302,0.4412,0.949,162.9359,81.5946,0.7255,0.8335,48.3405,125.4558
184.402,0.4192,0.949,162.9359,81.5946,0.7255,0.8335,48.3405,125.4558
184.502,0.5351,0.7067,163.1395,81.7322,0.7989,0.5827,48.1373,125.3071
184.602,0.5083,0.7067,163.1395,81.7322,0.759,0.5827,48.1373,125.3071
184.702,0.4829,0.7067,163.1395,81.7322,0.721,0.5827,48.1373,125.3071
184.802,0.5756,0.7067,163.3325,81.8795,0.7838,0.5827,47.9778,125.1748
184.902,0.5468,0.4673,163.3325,81.8795,0.7446,0.3758,47.9778,125.1748
185.002,0.5194,0.4673,163.3325,81.8795,0.7074,0.3758,47.9778,125.1748
185.102,0.4935,0.4673,163.3325,81.8795,0.672,0.3758,47.9778,125.1748
185.202,0.5986,0.2227,163.5314,82.0376,0.7477,0.1633,47.8289,125.0228
185.302,0.5687,0.2227,163.5314,82.0376,0.7104,0.1633,47.8289,125.0228
185.402,0.5403,0.2227,163.5314,82.0376,0.6748,0.1633,47.8289,125.0228
185.502,0.6341,0.0787,163.7047,82.1914,0.7527,0.049,47.6673,124.8855
185.602,0.6024,0.0787,163.7047,82.1914,0.7151,0.049,47.6673,124.8855
185.702,0.5723,0.0787,163.7047,82.1914,0.6793,0.049,47.6673,124.8855
185.802,0.5437,0.0787,163.7047,82.1914,0.6453,0.049,47.6673,124.8855
185.902,0.5693,0.0787,163.7797,82.2779,0.6453,0.049,47.6673,124.8855
186.002,0.5409,0.1486,163.7797,82.2779,0.6315,0.1637,47.57,124.8248
186.102,0.5138,0.1486,163.7797,82.2779,0.5999,0.1637,47.57,124.8248
186.202,0.495,0.1349,163.7673,82.2718,0.5868,0.1972,47.5454,124.8013
186.302,0.4703,0.1349,163.7673,82.2718,0.5574,0.1972,47.5454,124.8013
186.402,0.4467,0.1349,163.7673,82.2718,0.5296,0.1972,47.5454,124.8013
186.502,0.4244,0.1349,163.7673,82.2718,0.5031,0.1972,47.5454,124.8013
186.602,0.4092,0.1228,163.7556,82.2685,0.5174,58.0814,47.5611,124.8787
186.702,0.3888,0.1228,163.7556,82.2685,0.4915,58.0814,47.5611,124.8787
186.802,0.3693,0.1228,163.7556,82.2685,0.467,58.0814,47.5611,124.8787
186.902,0.372,13.7034,163.7538,82.2261,0.4524,58.0638,47.5776,124.8725
187.002,0.3534,13.7034,163.7538,82.2261,0.4298,58.0638,47.5776,124.8725
187.102,0.3357,13.7034,163.7538,82.2261,0.4083,58.0638,47.5776,124.8725
187.202,0.3189,13.7034,163.7538,82.2261,0.3879,58.0638,47.5776,124.8725
187.302,0.3162,13.6888,163.7496,82.2521,0.4478,58.045,47.5275,124.7231
187.402,0.3004,13.6888,163.7496,82.2521,0.4254,58.045,47.5275,124.7231
187.502,0.2854,13.6888,163.7496,82.2521,0.4042,58.045,47.5275,124.7231
187.602,0.37,13.585,163.714,82.4451,0.4713,57.9901,47.5074,124.5516
187.702,0.3515,13.585,163.714,82.4451,0.4478,57.9901,47.5074,124.5516
187.802,0.3339,13.585,163.714,82.4451,0.4254,57.9901,47.5074,124.5516
187.902,0.3172,13.585,163.714,82.4451,0.4041,57.9901,47.5074,124.5516
188.002,0.4214,13.4419,163.6846,82.6936,0.4609,57.8954,47.5378,124.393
188.102,0.4004,13.4419,163.6846,82.6936,0.4378,57.8954,47.5378,124.393
188.202,0.3803,13.4419,163.6846,82.6936,0.4159,57.8954,47.5378,124.393
188.302,0.4597,13.4419,163.6951,82.9043,0.4698,57.8954,47.6009,124.2461
188.402,0.4367,13.296,163.6951,82.9043,0.4463,57.7762,47.6009,124.2461
188.502,0.4149,13.296,163.6951,82.9043,0.424,57.7762,47.6009,124.2461
188.602,0.3942,13.296,163.6951,82.9043,0.4028,57.7762,47.6009,124.2461
188.702,0.4676,13.127,163.7566,83.0931,0.4618,57.6332,47.6926,124.1038
188.802,0.4676,13.127,163.7566,83.0931,0.4618,57.6332,47.6926,124.1038
188.902,0.422,13.127,163.7566,83.0931,0.4168,57.6332,47.6926,124.1038
189.002,0.4009,13.127,163.7566,83.0931,0.3959,57.6332,47.6926,124.1038
189.102,0.4752,12.9454,163.8496,83.2648,0.457,57.4741,47.8157,123.9909
189.202,0.4514,12.9454,163.8496,83.2648,0.4341,57.4741,47.8157,123.9909
189.302,0.4514,12.9454,163.8496,83.2648,0.4341,57.4741,47.8157,123.9909
189.402,0.5373,12.7196,164.0024,83.4343,0.5022,57.2813,47.9816,123.8902
189.502,0.5105,12.7196,164.0024,83.4343,0.4771,57.2813,47.9816,123.8902
189.602,0.4849,12.7196,164.0024,83.4343,0.4533,57.2813,47.9816,123.8902
189.702,0.5752,12.4719,164.1886,83.5978,0.5305,57.0649,48.1776,123.7986
189.802,0.5464,12.4719,164.1886,83.5978,0.504,57.0649,48.1776,123.7986
189.902,0.5191,12.4719,164.1886,83.5978,0.4788,57.0649,48.1776,123.7986
190.003,0.4932,12.4719,164.1886,83.5978,0.4549,57.0649,48.1776,123.7986
190.102,0.5835,12.2361,164.3693,83.7494,0.5301,56.8593,48.3695,123.7237
190.202,0.5544,12.2361,164.3693,83.7494,0.5036,56.8593,48.3695,123.7237
190.302,0.5266,12.2361,164.3693,83.7494,0.4784,56.8593,48.3695,123.7237
190.402,0.5003,12.2361,164.3693,83.7494,0.4545,56.8593,48.3695,123.7237
190.502,0.589,12.0047,164.5479,83.8964,0.528,56.6582,48.5565,123.6491
190.603,0.5595,12.0047,164.5479,83.8964,0.5016,56.6582,48.5565,123.6491
190.702,0.5316,12.0047,164.5479,83.8964,0.4766,56.6582,48.5565,123.6491
190.802,0.505,12.0047,164.5479,83.8964,0.4527,56.6582,48.5565,123.6491
190.902,0.6036,12.0047,164.7279,84.0711,0.4527,56.6582,48.5565,123.6491
191.002,0.5734,11.7547,164.7279,84.0711,0.4873,56.4565,48.7418,123.5691
191.102,0.5448,11.7547,164.7279,84.0711,0.463,56.4565,48.7418,123.5691
191.202,0.5175,11.7547,164.7279,84.0711,0.4398,56.4565,48.7418,123.5691
191.302,0.6113,11.5176,164.8847,84.2538,0.5206,56.2502,48.9235,123.4706
191.402,0.5808,11.5176,164.8847,84.2538,0.4946,56.2502,48.9235,123.4706
191.502,0.5517,11.5176,164.8847,84.2538,0.4699,56.2502,48.9235,123.4706
191.602,0.5241,11.5176,164.8847,84.2538,0.4464,56.2502,48.9235,123.4706
191.702,0.6145,11.5176,165.0087,84.4492,0.4464,56.2502,48.9235,123.4706
191.802,0.5838,11.2982,165.0087,84.4492,0.4817,56.0584,49.0849,123.3625
191.902,0.5838,11.2982,165.0087,84.4492,0.4817,56.0584,49.0849,123.3625
192.002,0.5268,11.2982,165.0087,84.4492,0.4347,56.0584,49.0849,123.3625
192.102,0.6189,11.2982,165.1141,84.6766,0.5042,56.0584,49.2403,123.2495
192.202,0.588,11.0738,165.1141,84.6766,0.479,55.87,49.2403,123.2495
192.302,0.5586,11.0738,165.1141,84.6766,0.455,55.87,49.2403,123.2495
192.402,0.5586,11.0738,165.1141,84.6766,0.455,55.87,49.2403,123.2495
192.502,0.665,10.8524,165.2097,84.9138,0.5301,55.6923,49.3733,123.1133
192.602,0.6317,10.8524,165.2097,84.9138,0.5036,55.6923,49.3733,123.1133
192.702,0.6001,10.8524,165.2097,84.9138,0.4784,55.6923,49.3733,123.1133
192.802,0.5701,10.8524,165.2097,84.9138,0.4545,55.6923,49.3733,123.1133
192.902,0.6671,10.627,165.3192,85.1417,0.5218,55.5325,49.4827,122.9683
193.002,0.6671,10.627,165.3192,85.1417,0.5218,55.5325,49.4827,122.9683
193.102,0.602,10.627,165.3192,85.1417,0.4709,55.5325,49.4827,122.9683
193.202,0.5719,10.627,165.3192,85.1417,0.4474,55.5325,49.4827,122.9683
193.302,0.6596,10.4016,165.4449,85.35,0.5191,55.3645,49.5954,122.8103
193.402,0.6266,10.4016,165.4449,85.35,0.4932,55.3645,49.5954,122.8103
193.502,0.5953,10.4016,165.4449,85.35,0.4685,55.3645,49.5954,122.8103
193.602,0.6849,10.1729,165.5866,85.5434,0.5567,55.1689,49.7282,122.6295
193.702,0.6506,10.1729,165.5866,85.5434,0.5289,55.1689,49.7282,122.6295
193.802,0.6181,10.1729,165.5866,85.5434,0.5025,55.1689,49.7282,122.6295
193.902,0.5872,10.1729,165.5866,85.5434,0.4773,55.1689,49.7282,122.6295
194.003,0.6741,9.9474,165.7362,85.7209,0.5613,54.9763,49.8642,122.4623
194.102,0.6404,9.9474,165.7362,85.7209,0.5333,54.9763,49.8642,122.4623
194.202,0.6404,9.9474,165.7362,85.7209,0.5333,54.9763,49.8642,122.4623
194.302,0.7164,9.7152,165.8928,85.901,0.5987,54.7852,50.0112,122.3232
194.402,0.6806,9.7152,165.8928,85.901,0.5688,54.7852,50.0112,122.3232
194.502,0.6465,9.7152,165.8928,85.901,0.5403,54.7852,50.0112,122.3232
194.602,0.7263,9.4854,166.0507,86.0754,0.6178,54.5709,50.1886,122.195
194.702,0.7263,9.4854,166.0507,86.0754,0.6178,54.5709,50.1886,122.195
194.803,0.6555,9.4854,166.0507,86.0754,0.5576,54.5709,50.1886,122.195
194.902,0.6227,9.4854,166.0507,86.0754,0.5297,54.5709,50.1886,122.195
195.002,0.7118,9.264,166.2076,86.2372,0.6235,54.3473,50.3849,122.0863
195.102,0.6762,9.264,166.2076,86.2372,0.5923,54.3473,50.3849,122.0863
195.202,0.6424,9.264,166.2076,86.2372,0.5627,54.3473,50.3849,122.0863
195.302,0.6103,9.264,166.2076,86.2372,0.5346,54.3473,50.3849,122.0863
195.402,0.6939,9.041,166.3679,86.3974,0.6156,54.1358,50.5747,121.9924
195.502,0.6592,9.041,166.3679,86.3974,0.5848,54.1358,50.5747,121.9924
195.602,0.6263,9.041,166.3679,86.3974,0.5556,54.1358,50.5747,121.9924
195.702,0.595,9.041,166.3679,86.3974,0.5278,54.1358,50.5747,121.9924
195.802,0.6754,9.041,166.5162,86.5597,0.6041,54.1358,50.7652,121.9176
195.902,0.6416,8.8268,166.5162,86.5597,0.5739,53.9314,50.7652,121.9176
196.002,0.6095,8.8268,166.5162,86.5597,0.5452,53.9314,50.7652,121.9176
196.102,0.6095,8.8268,166.5162,86.5597,0.5452,53.9314,50.7652,121.9176
196.202,0.6453,8.6055,166.661,86.7404,0.582,53.7128,50.974,121.8493
196.302,0.613,8.6055,166.661,86.7404,0.5529,53.7128,50.974,121.8493
196.402,0.5824,8.6055,166.661,86.7404,0.5253,53.7128,50.974,121.8493
196.502,0.6734,8.3871,166.7983,86.9281,0.619,53.4823,51.1962,121.7815
196.602,0.6397,8.3871,166.7983,86.9281,0.588,53.4823,51.1962,121.7815
196.702,0.6077,8.3871,166.7983,86.9281,0.5586,53.4823,51.1962,121.7815
196.802,0.6938,8.1655,166.9415,87.1143,0.6468,53.2495,51.4178,121.7067
196.902,0.6938,8.1655,166.9415,87.1143,0.6468,53.2495,51.4178,121.7067
197.002,0.6262,8.1655,166.9415,87.1143,0.5837,53.2495,51.4178,121.7067
197.102,0.5949,8.1655,166.9415,87.1143,0.5545,53.2495,51.4178,121.7067
197.202,0.6835,7.9424,167.0868,87.3011,0.6415,53.0218,51.6368,121.6384
197.302,0.6493,7.9424,167.0868,87.3011,0.6095,53.0218,51.6368,121.6384
197.402,0.6169,7.9424,167.0868,87.3011,0.579,53.0218,51.6368,121.6384
197.502,0.6905,7.7255,167.2337,87.4751,0.6548,52.796,51.8572,121.5782
197.602,0.656,7.7255,167.2337,87.4751,0.6221,52.796,51.8572,121.5782
197.702,0.6232,7.7255,167.2337,87.4751,0.591,52.796,51.8572,121.5782
197.802,0.6989,7.5202,167.3799,87.6291,0.6671,52.5888,52.0614,121.5271
197.902,0.664,7.5202,167.3799,87.6291,0.6338,52.5888,52.0614,121.5271
198.002,0.6308,7.5202,167.3799,87.6291,0.6021,52.5888,52.0614,121.5271
198.102,0.699,7.3185,167.5281,87.7739,0.6702,52.3872,52.2578,121.4723
198.202,0.699,7.3185,167.5281,87.7739,0.6702,52.3872,52.2578,121.4723
198.302,0.6309,7.3185,167.5281,87.7739,0.6048,52.3872,52.2578,121.4723
198.402,0.5993,7.3185,167.5281,87.7739,0.5746,52.3872,52.2578,121.4723
198.502,0.6662,7.129,167.6714,87.9035,0.6454,52.1887,52.4434,121.4007
198.602,0.6329,7.129,167.6714,87.9035,0.6132,52.1887,52.4434,121.4007
198.702,0.6012,7.129,167.6714,87.9035,0.5825,52.1887,52.4434,121.4007
198.802,0.6012,7.129,167.6714,87.9035,0.5825,52.1887,52.4434,121.4007
198.902,0.6201,6.9507,167.8051,88.0277,0.6195,51.9685,52.6369,121.2943
199.002,0.5891,6.9507,167.8051,88.0277,0.5885,51.9685,52.6369,121.2943
199.102,0.6526,6.9507,167.9462,88.1506,0.6696,51.9685,52.8177,121.1645
199.202,0.6199,6.7669,167.9462,88.1506,0.6361,51.7503,52.8177,121.1645
199.302,0.5889,6.7669,167.9462,88.1506,0.6043,51.7503,52.8177,121.1645
199.405,0.5595,6.7669,167.9462,88.1506,0.5741,51.7503,52.8177,121.1645
199.502,0.6206,6.5926,168.0794,88.2685,0.6599,51.5289,52.9961,121.0212
199.602,0.5896,6.5926,168.0794,88.2685,0.6269,51.5289,52.9961,121.0212
199.702,0.5601,6.5926,168.0794,88.2685,0.5955,51.5289,52.9961,121.0212
